NO;TGL_KOMITE;COMPANY;NO_TENDER;GOODS/SERVICES;ITEM_NAME;HARGA_SEBELUMNYA _(RP);TAHUN_PEMBELIAN_SEBELUMNYA;Purpose_Request;LINK_EPROC;PIC;VENDOR;SUMMARY_KOMITE;HASIL_FOLLOW_UP;REMARKS;VOTE;Notes
208;2025-12-30;GSE;EPR/2511/00163;;OVERHAUL ENGINE BTT TR 118 JT DPS;HARGA BELI RP 324.675.000 EXC PPN, VENDOR: TLD ASIA (PERBAIKAN TH 2021 DI CYBERINDO RP 285.000.000 EXC PPN);2014 (JT);;;;2 vendor : Agriquip Ges Indonesia, PT Aero Mitra Abadi;"Condition: permintaan 1 unit, untuk dilakukan overhaul /pergantian engine serta perbaikan electrical & indicator serta painting. Perbaikin ini diperlukan untuk menjaga kesiapan operasional GSE serta mendukung kelancaran operasional penerbangan di Station DPS, pernah perbaikan tahun 2021. overhaul biasanya tahan 2-3 tahun

Follow Up :
1. Rekap data BTT & GPU dari Ci Yenny dan dikirimkan ke Pak Rocky
2. Work scope dan estimasi price from GSE & PIC GSE (by ci fangfang)
3. Harus sudah liat quotation lebih dulu";utk BTT info dari tim GSE mau dikerjakan perbaikan sendiri;BTT HOLD AKAN DIPERBAIKI DI INHOUSE (HANYA PEMBELIAN SPAREPART SAJA), PENAWARAN HARGA DARI VENDOR SEDANG DICEK OLEH TIM GSE (WORKSCOPE);;
209;2025-12-30;GSE;EPR/2512/00213;;BELT CONVEYOR SET BCL TLD 2 SET;RP 19.100.000/SET (SKAT);2024 (AAS);;;;2 vendor : PT Sinar Karya Agung Teknik, Rinawa Maju Jaya;"Condition: permintaan baru untuk UPG karena belt yang lama sudah rusak/sobek, permintaan 2 set (1 untuk penggantian dan 1 untuk stock), infonya belt lama sudah sobek namun masih digunakan, jika robek bisa ada masalah yang menyebabkan kerusakan alat (baret, etc)

Follow Up :
1. PO 2 unit (1 untuk UPG & 1 untuk stock CGK)
2. Nego seperti harga sebelumnya
3. Rekap data BTT & GPU dari Ci Yenny dan dikirimkan ke Pak Rocky
4. Work scope dan estimasi price from GSE & PIC GSE (by ci fangfang)
5. Harus sudah liat quotation lebih dulu
6. Conveyor biasanya tahan berapa lama?";;BTT HOLD AKAN DIPERBAIKI DI INHOUSE (HANYA PEMBELIAN SPAREPART SAJA), PENAWARAN HARGA DARI VENDOR SEDANG DICEK OLEH TIM GSE (WORKSCOPE);;
210;2025-12-30;GSE;EPR/2512/00067;;OVERHAUL ENGINE GPU 094 JT CGK;HARGA BELI UNIT USD 34.000 (KURS RP 14.309) eq Rp 486.506.000, VENDOR : MAX CONTROLS (PERBAIKAN VENDOR ISATECH OVERHAUL ENGINE RP 85.000.00 EXC PPN);2017 (JT);;;;3 vendor : PT Aero Mitra Abadi, Tri Nusa Avilindo, Isatech Artha Jaya;"Condition: permintaan 1 unit, pengajuan overhaul engine ini dinilai perlu dan mendesak, mengingat kondisi mesin saat ini mengalami kendala serius (mesin tidak dapat distarter / klep in & ex patah) sehingga unit tidak dapat dioperasikan. Opsi overhaul engine merupakan langkah paling tepat dan efektif dibandingkan penggantian unit baru, karena secara struktur dan sistem pendukung lainnya masih layak digunakan. Efisien dari sisi biaya, proses overhaul juga dapat mengembalikan performa mesin sesuai standar operasional serta mempercepat ketersediaan unit GPU untuk mendukung operasional penerbangan di CGK, pernah perbaikan sebelumnya

Follow Up :
1. Rekondisi tahun 2010 283 JT an (Cyberindo)
2. Nego yang GPU-n 135 JT
3. Cek perbaikan 85 JT";;BTT HOLD AKAN DIPERBAIKI DI INHOUSE (HANYA PEMBELIAN SPAREPART SAJA), PENAWARAN HARGA DARI VENDOR SEDANG DICEK OLEH TIM GSE (WORKSCOPE);;
211;2025-12-30;GSE;EPR/2512/00067;;OVERHAUL ENGINE BTT TR 142 JT CGK;HARGA BELI RP 445.000.000 EXC PPN, VENDOR: CYBERINDO (BELUM PERNAH PERBAIKAN VENDOR);2016 (ID);;;;2 vendor : PT Aero Mitra Abadi, Tri Nusa Avilindo;"Condition: permintaan 1 unit, pengajuan dinilai perlu dan mendesak, mengingat kondisi unit saat ini mengalami kerusakan pada engine (overheat) sehingga tidak dapat dioperasikan secara optimal, belum pernah perbaikan vendor karena selama ini service berkala by team GSE, overhaul biasanya tahan 2-3 tahun

Follow Up :
1. Check 85 JT, last time berapa lama overhaulnya?";;BTT HOLD AKAN DIPERBAIKI DI INHOUSE (HANYA PEMBELIAN SPAREPART SAJA), PENAWARAN HARGA DARI VENDOR SEDANG DICEK OLEH TIM GSE (WORKSCOPE);;
212;2025-12-30;GSE;EPR/2512/00067;;OVERHAUL ENGINE BTT TR 040 JT CGK;HARGA BELI RP 325.000.000 EXC PPN, VENDOR: CYBERINDO (BELUM PERNAH PERBAIKAN VENDOR);2010 (JT);;;;2 vendor : PT Aero Mitra Abadi, Tri Nusa Avilindo;"Condition: permintaan 1 unit, pengajuan dinilai  perlu dan mendesak, mengingat kondisi unit saat ini mengalami engine stuck sehingga tidak dapat dioperasikan sama sekali, perbaikan ini diperlukan untuk menjaga kesiapan dan ketersediaan BTT di area CGK guna mendukung kelancaran operasional penerbangan, belum pernah perbaikan vendor karena service berkala by team GSE, overhaul biasanya tahan 2-3 tahun

Follow Up :
1. Check 85 JT, last time berapa lama overhaulnya?";;BTT HOLD AKAN DIPERBAIKI DI INHOUSE (HANYA PEMBELIAN SPAREPART SAJA), PENAWARAN HARGA DARI VENDOR SEDANG DICEK OLEH TIM GSE (WORKSCOPE);;
213;2025-12-30;GSE;EPR/2511/00165;;REPAIR GENERATOR GPU 051 JT CGK (GENERATOR U/S);HARGA BELI RP 590.000.000 EXC PPN, VENDOR CYBERINDO (PERBAIKAN VENDOR TERAKHIR APRIL 2022 RP 330.000.000-ISATECH);2012 (JT);;;;2 vendor : Agriquip Ges Indonesia, Isatech Artha Jaya;"Condition: permintaan 1 unit, perbaikan vendor repair generator yang dinilai urgent karena kondisi unit saat ini U/S (Exciter & Bearing) dan berpotensi mengurangi ketersediaan GPU operasional apabila tidak segera dilakukan perbaikan. Opsi perbaikan melalui proses rewinding generator dinilai paling ideal dan juga uga dinilai lebih cepat dalam pemulihan unit sehingga dapat meminimalkan dampak terhadap operasional penerbangan, dari Pak Rocky menyarankan untuk keperluan generator bisa ke Isatech daripada Agri karena kebutuhannya listrik

Follow Up :
1. Rekap data BTT & GPU dari Ci Yenny dan dikirimkan ke Pak Rocky
2. Work scope dan estimasi price from GSE & PIC GSE (by ci fangfang)
3. Harus sudah liat quotation lebih dulu";;BTT HOLD AKAN DIPERBAIKI DI INHOUSE (HANYA PEMBELIAN SPAREPART SAJA), PENAWARAN HARGA DARI VENDOR SEDANG DICEK OLEH TIM GSE (WORKSCOPE);;
214;2025-12-30;GSE;EPR/2510/00367;;PERBAIKAN EXCEITER STATOR & ROTOR GENERATOR GPU 002 JT CGK (TIDAK MENGELUARKAN TEGANGAN);HARGA BELI RP 616.137.000 EXC PPN, VENDOR HITZINGER (PERBAIKAN VENDOR TERAKHIR JULI 2021 RP 14.000.000-ISATECH);2004 (JT);;;;2 vendor : Agriquip Ges Indonesia, Isatech Artha Jaya;Condition: permintaan 1 unit, diperlukan repair generator karena exceiter stator U/S dan dioda power sem U/S tidak mengeluarkan tegangan, perbaikan ini diperlukan untuk menjaga keandalan operasional GSE, menghindari potensi delay penerbangan, serta memastikan ketersediaan GPU yang siap digunakan di area CGK;;BTT HOLD AKAN DIPERBAIKI DI INHOUSE (HANYA PEMBELIAN SPAREPART SAJA), PENAWARAN HARGA DARI VENDOR SEDANG DICEK OLEH TIM GSE (WORKSCOPE);;
215;2025-12-30;GSE;EPR/2510/00367;;PERBAIKAN GENERATOR ASSY GPU 015 JT CGK (TIDAK MENGELUARKAN TEGANGAN);HARGA BELI (DR ACCTG TIDAK ADA PENCATATAN), VENDOR TLD ASIA (PERBAIKAN VENDOR TERAKHIR APRIL 2023 RP 270.000.000-TRINUSA AVILINDO);2010;;;;2 vendor : Agriquip Ges Indonesia, Isatech Artha Jaya;"Condition: permintaan 1 unit, diperlukan repair GPU karena generator U/S tidak mengeluarkan tegangan sehingga tidak dapat digunakan untuk mendukung operasional pesawat, pernah perbaikan sebelumnya, dari Pak Rocky menyarankan untuk keperluan generator bisa ke Isatech daripada Agri karena kebutuhannya listrik

Follow Up :
1. Rekap data BTT & GPU dari Ci Yenny dan dikirimkan ke Pak Rocky
2. Work scope dan estimasi price from GSE & PIC GSE (by ci fangfang)
3. Harus sudah liat quotation lebih dulu";;;;
216;2025-12-30;LEX;EPR/2512/00137;;CONTAINER OFFICE DISTRIK SOC (20 FEET X 2) DAN AAP (20 FEET);20 FEET RP. 200,000,000 (EXC PPN) DAN 20 FEET X 2 RP. 300,000,000 (EXC PPN) inc branding container, custom, kelistrikan, furniture, penangkal petir, dan sipil.;2025;;;;3 vendor : Detak Nadi Indonesia, PT Rifaldho Iderupa Creative House, PT Warna Warni Media;"Condition: permintaan dry container sebagai office Lion Parcel, merupakan permintaan baru 1 unit, permintaan unit second dengan kondisi 80%, SOC minta dengan tandem, AAP dengan 20 feet, tidak ada toilet jadi nanti toiletnya sharing dengan gedung lain, sudah termasuk penangkal petir, SOC lebih mahal karena tandem (20 feet x 2 unit)

Follow Up :
1. Nego ke vendor terendah";on process nego ke vendor Detak Nadi (AAP) dan ke vendor RICH (SOC);;;
217;2025-12-30;LEX;EPR/2511/00288;;CONTAINER OFFIC DISTRIK PKU (20 FEET X 20 DAN AMQ (40 FEET);20 FEET X 2 RP. 300,000,000 (EXC PPN) DAN 40 FEET RP. 290,000,000 (EXC PPN) inc branding container, custom, kelistrikan, furniture, penangkal petir, dan sipil.;2025;;;;4 vendor : Detak Nadi Indonesia, Karya Merapi Indonesia, PT Rifaldho Iderupa Creative House, PT Warna Warni Media;"Condition: permintaan dry container sebagai office Lion Parcel PKU, merupakan permintaan baru 2 unit, permintaan unit second dengan kondisi 80%, permintaan untuk AMQ dan PKU

Follow Up :
1. Nego ke 3 vendor terendah";PKU on process nego, Ambon already final nego with Warna Warni;;;
218;2025-12-30;LEX;EPR/2511/00203;;SKPD NEONLIGHTED CONTAINER 12 DISTRIK;-;-;;;;2 vendor : Detak Nadi Indonesia, PT Warna Warni Media;"Condition: merupakan jasa pembayaran untuk SKPD Neonlighted Logo Container karena kewajiban untuk membayar pajak kepada PEMDA dengan masa tayang 1 tahun, permintaan 12 unit utk 12 distrik (CGK, KNO, PDG, SUB, DPS, BPN, MDC, KOE, UPG, SRG, PNK, BDJ), belum pernah pembayaran SKPD untuk pemasangan tahun ini, lebih baik Detak Nadi untuk SKPD nya karena perbedaan harga sangat jauh

Follow Up :
1. Nego ke 2 vendor untuk biaya jasa & SKPD-nya";"Done Nego ke vendor Detak Nadi
1. Ibu minta nego ke 120, tapi sudah tidak bisa karena dengan harga segitu berarti mengikuti antrian yang dimana 3-4 bulan baru keluar SSPD nya, sedang LEX butuh cepat untuk menghindari SP dan harus nyerobot antrian/under table dan SSPD keluar dalam 14 hari
2. Ibu approved";;CONFIRMED;
219;2025-12-30;JT;EPR/2506/00045;;PENGADAAAN JASA DRIVER DAN KONTRAK SERVICE MAINTENANCE 14 UNIT BUS ANTAR JEMPUT KARYAWAN.;;;;;;4 vendor : Murni Premiere Trans, Perum Damri, PT Gapura Artha Tunggal, PT Jaya Wira Manggala;"Condition: permintaan baru untuk pengadaan jasa driver dan kontrak service maintenance 14 bus antar jemput karyawan, permintaan 1 lot, hanya keluar harga untuk asset (biaya driver sudah include dari vendor), paling murah dari Jaya Wira Manggala

Follow Up :
1. Compare dengan Jaya Wira Manggala
2. 30 Des - Cek siapa yang cover Insurance, jika ada tabrakan";"PROSES PENGAJUAN VOTE, APABILA ADA CLAIM ASURANSI BIAYA OR / RESIKO SENDIRI AKAN DITANGGUNG OLEH DRIVER

1. Sudah dicompare dan akhirnya pilih yang Jaya Wira Manggala
2. Kalau ada case, asset Lion kan ada asuransinya, driver ganti biaya OR nya saja. Untuk tilang etle juga akan dibebankan ke masing-masing driver juga (OR itu Own Risk, jadi kalau ada case dan mau klaim asuransi ada biaya yang ditanggung oleh Pemilik dan besaran itu 300 rb an. Saya sdh tanyakan bagimana di LEX dan ini juga berlaku sama dgn mekanisme di LEX)

FYI di penawaran kan ada tunjangan 300rb/bulan. Biaya ini juga masih tentatif yah karena masih dicek HRD. (kalau tunjangan ini nant akan dibahas lebih lanjut Tiff. Karena memang dari HRD ada tambahan utk driver tapi istilahnya insentif dan tidak semua driver dapat. Sedangkan di LEX, drivernya dapat uang lembur, sedangkan di LG tidak ada uang lembur.)

File vote : Vote Komite Penggadaan Jasa Driver.pdf";"PERTANYAAN LANJUTAN : 
1. Ci, mau menanyakan terkait pasal kompensasi driver. Kalo vendor menghapus pasal itu, apa masih aman untuk kita ya ci? Maksudnya kalo ke depannya ada tuntutan dari driver, gak diarahkan ke pihak kita 
2. Untuk penghapusan pasal sanksi, kalo nantinya ada masalah dari pihak driver, gimana alur penyelesaiannya ya ci?

JAWABAN :
1. PKS kan sudah direview oleh Legal Lion yah Tiff. Lion kan berhubungan dengan Vendor dan tidak langsung berhubungan dengan drivernya. kalau misalkan ada tuntutan driver, pastinya mereka komplaint ke Jaya Wira dulu, baru kemudian di sounding ke Lion.
2. untuk penghapusan sanksi pun juga sudah direview oleh Tim Legal juga Tiff.";CONFIRMED;
220;2025-12-30;JT;EPR/2511/00183;;PEKERJAAN CANOPY MESS 2 PRAMUGARI BALARAJA ( 46 CANOPY PANJANG dan 11 CANOPY PENDEK);57jt CP dan 29jt C.Pndk;2025;;;;4 vendor : Cahaya Karya Prakarsa, Enggal Bangun Jaya, PT Bhas Technik Jaya, Putra Mitra Semesta;"Condition: permintaan baru untuk pekerjaan canopy Mess 1 Pramugari Balaraja (46 canopy panjang & 11 canopy pendek), canopy belum pernah diganti atau peremajaan sejak mess 1 berdiri tahun 2014, canopy sudah banyak yang mau roboh dan sudah rusak serta berjamur sehingga membahayakan penghuni mess, penutupnya sudah banyak bocor dan lapuk, canopy mess 1 harus dikerjakan dahulu karena ada pekerjaan panel 69 titik di mess 1 & 2, pekerjaan ini sudah dipresentasikan ke Pak RK dan sudah disetujui, ukuran sama dengan Mess 2

Follow Up :
1. Compare dengan harga Mess 2 (Putra)
2. Nego ke 2 vendor terendah
3. Kemiringan min 2 derajat";PROSES PENGAJUAN VOTE;;;
221;2025-12-30;IW;EPR/2511/00137;;PEKERJAAN RAISED FLOOR DI RUANG SANGGAJI (SISTEM KABEL BAWAH TANAH);;;;;;2 vendor : Jangkar Laut Indonesia, PT Sanyon Bangun Lestari;"Condition: permintaan baru untuk pekerjaan raised floor di ruang sanggaji (sistem kabel bawah tanah) agar server tidak cepat panas dan perkabelan memenuhi standart IT global, dikarenakan sudah ada orang audit OD request ini

Follow Up :
1. Nego & cek harga di market";SUDAH DINEGO, DAN SEDANG PROSES PENGAJUAN VOTE KOMITE;;;
222;2025-12-30;ID;EPR/2512/00268;;RELOKASI ASSET LION DI GEDUNG TRANSPORT SIMULATOR HALIM;;;;;;4 vendor : Indo Sejahtera Group, Karya Anugerah Powerindo, PT Triguna Garda Sejahtera, PT Argo Mandiri Electrik;"Condition: permintaan baru jasa relokasi aset Lion (tangga muter, toren air + menara, tiang penangkal petir + radio, tiang bendera, tiang lampu jalan, hydrant 1 set, pompa air bersih 1 set, travo dan cubikal dan panel (include dgn kabel), atap kanopi depan dan pos security)

Follow Up :
1. Visit ke kontraktor baru
2. Nego ke 2 vendor terendah
3. Koordinasi ke tim asset";SUDAH DINEGO, DAN SEDANG PROSES PENGAJUAN VOTE KOMITE DAN SUDAH KOORDINASI DENGAN MANAJEMEN ASSET HARUS DIRELOKASI MAKSIMAL BULAN INI HARUS TERELOKASI;;;
223;2025-12-30;LB;EPR/2510/00334;;STICKER ROLL POLOS; RP. 77700 ;2025;;;FENNY;5 vendor : Agung Fotocopy, CV Bintaro Jaya Label, PT Metro Label Indonesia, PT Tri Nata Bhuana, CV SInar Abadi Cemerlang;"Condition: merupakan pengadaan rutin, untuk pengamanan box container SOG, seal mobil fuso kendaraan operasional LB, untuk pengamanan trolley, box container dan alvaboard DGSOB, permintaan 6 bulan

Permintaan :
1. Sticker Security Trolley : 190.000 pcs
2. Sticker Segel Mobil : 6.000 pcs
3. Sticker Trolley : 400.000 pcs
4. Sticker Trolley Putih Polos : 450 roll

Follow Up :
1. Visit dan minta sample ke vendor baru - Metro Label";"ADA REVISI STIKER, DAN MENUNGGU SAMPLE DARI VENDOR BARU, PARAREL MENUNGGU SAMPLE DARI VENDOR BARU

1. Sample existing sudah dikirimkan ke Metro Label utk disamakan speknya. Namun Metro Label akan kirim sample setelah ada PO, dan akan di visit setelah sample jadi.";;CONFIRMED;
224;2025-12-30;LB;EPR/2510/00334;;STICKER SECURITY TROLLEY; RP. 320 ;2025;;;FENNY;5 vendor : Agung Fotocopy, CV Bintaro Jaya Label, PT Metro Label Indonesia, PT Tri Nata Bhuana, CV SInar Abadi Cemerlang;"Condition: merupakan pengadaan rutin, untuk pengamanan box container SOG, seal mobil fuso kendaraan operasional LB, untuk pengamanan trolley, box container dan alvaboard DGSOB, permintaan 6 bulan

Permintaan :
1. Sticker Security Trolley : 190.000 pcs
2. Sticker Segel Mobil : 6.000 pcs
3. Sticker Trolley : 400.000 pcs
4. Sticker Trolley Putih Polos : 450 roll

Follow Up :
1. Visit dan minta sample ke vendor baru - Metro Label";"ADA REVISI STIKER, DAN MENUNGGU SAMPLE DARI VENDOR BARU, PARAREL MENUNGGU SAMPLE DARI VENDOR BARU

1. Sample existing sudah dikirimkan ke Metro Label utk disamakan speknya. Namun Metro Label akan kirim sample setelah ada PO, dan akan di visit setelah sample jadi.";;CONFIRMED;
225;2025-12-30;LB;EPR/2510/00334;;STICKER SEGEL MOBIL; RP. 1600 ;2025;;;FENNY;5 vendor : Agung Fotocopy, CV Bintaro Jaya Label, PT Metro Label Indonesia, PT Tri Nata Bhuana, CV SInar Abadi Cemerlang;"Condition: merupakan pengadaan rutin, untuk pengamanan box container SOG, seal mobil fuso kendaraan operasional LB, untuk pengamanan trolley, box container dan alvaboard DGSOB, permintaan 6 bulan

Permintaan :
1. Sticker Security Trolley : 190.000 pcs
2. Sticker Segel Mobil : 6.000 pcs
3. Sticker Trolley : 400.000 pcs
4. Sticker Trolley Putih Polos : 450 roll

Follow Up :
1. Visit dan minta sample ke vendor baru - Metro Label";"ADA REVISI STIKER, DAN MENUNGGU SAMPLE DARI VENDOR BARU, PARAREL MENUNGGU SAMPLE DARI VENDOR BARU

1. Sample existing sudah dikirimkan ke Metro Label utk disamakan speknya. Namun Metro Label akan kirim sample setelah ada PO, dan akan di visit setelah sample jadi.";;CONFIRMED;
226;2025-12-30;LB;EPR/2510/00334;;STICKER TROLLEY; RP. 166,5 ;2025;;;FENNY;5 vendor : Agung Fotocopy, CV Bintaro Jaya Label, PT Metro Label Indonesia, PT Tri Nata Bhuana, CV SInar Abadi Cemerlang;"Condition: merupakan pengadaan rutin, untuk pengamanan box container SOG, seal mobil fuso kendaraan operasional LB, untuk pengamanan trolley, box container dan alvaboard DGSOB, permintaan 6 bulan

Permintaan :
1. Sticker Security Trolley : 190.000 pcs
2. Sticker Segel Mobil : 6.000 pcs
3. Sticker Trolley : 400.000 pcs
4. Sticker Trolley Putih Polos : 450 roll

Follow Up :
1. Visit dan minta sample ke vendor baru - Metro Label";"ADA REVISI STIKER, DAN MENUNGGU SAMPLE DARI VENDOR BARU, PARAREL MENUNGGU SAMPLE DARI VENDOR BARU

1. Sample existing sudah dikirimkan ke Metro Label utk disamakan speknya. Namun Metro Label akan kirim sample setelah ada PO, dan akan di visit setelah sample jadi.";;CONFIRMED;
227;2025-12-30;LB;EPR/2510/00168;;BOX KARYAWAN POLOS; RP. 910 ;2025;;;FENNY;3 vendor : CV Esa Utama, PT Herca Jaya Sentosa, Sinar 633 Plastik;"Condition: merupakan permintaan 6 bulan, box putih 18x18cm untuk reguler (untuk packing meal fresh), permintaan sebanyak 480 pcs, ada vendor baru Herca Jaya

Follow Up :
1. Visit & minta sample ke vendor baru - Herca Jaya";"1. Untuk herca jaya sudah dapat sample nya kemarin, dari user sudah oke. Untuk visit nya sedang di jadwalkan, karena hasil sample baru ok kemarin. Untuk hasil visit Herca sudah oke terdapat pada file ""LAPORAN HASIL VISIT PT. HERCA JAYA SENTOSA""";;CONFIRMED;
228;2025-12-30;LB;EPR/2510/00168;;CUTLERY SET 2 IN 1 ; RP. 465 ;2025;;;FENNY;3 vendor : CV Esa Utama, PT Herca Jaya Sentosa, Sinar 633 Plastik;"Condition: merupakan permintaan 6 bulan, cutlery set 2 in 1 untuk crew reguler & umroh, permintaan sebanyak 116 pcs, ada vendor baru Herca Jaya

Follow Up :
1. Untuk cutlery 2 in 1, split 2 vendor";"1. Tadinya dijadiin split 4 vendor (Esa Utama, Virtus, Sinar 633 Plastik, Herca Jaya), tp sudah direvisi split ke 2 vendor aja jadi Virtus & Esa Utama

Untuk pengajuan ini jadinya ke 2 vendor saja : Virtus dan  Esa Utama.
kedua vendor tsb utk harga sudah disamakan. Tapi utamanya lebih ke Virtus. sama seperti stiker kemarin.

Nama File blm revisi : ""LG VOTE EPR-2510-00157, EPR-2510-00334, EPR-2510-00325, EPR-2512-00168 RUTIN BOGA & BTH.jpg""
Nama File sdh revisi : ""02 LB Komite - Summary EPR-2510-00168 Box Karyawan, Cutlery, Snack Box (Komite 30Dec25)""";;CONFIRMED;
229;2025-12-30;LB;EPR/2510/00168;;SNACK BOX (BOX SOG); RP. 677,1 ;2025;;;FENNY;3 vendor : CV Esa Utama, PT Herca Jaya Sentosa, Sinar 633 Plastik;"Condition: merupakan permintaan 6 bulan, snack box untuk reguler (untuk SOB), permintaan sebanyak 470.600 pcs, ada vendor baru Herca Jaya

Follow Up :
1. Visit & minta sample ke vendor baru - Herca Jaya";"1. Untuk herca jaya sudah dapat sample nya kemarin, dari user sudah oke. Untuk visit nya sedang di jadwalkan, karena hasil sample baru ok kemarin. Untuk hasil visit Herca sudah oke terdapat pada file ""LAPORAN HASIL VISIT PT. HERCA JAYA SENTOSA""";;CONFIRMED;
230;2026-01-06;SL;EPR/2512/00011;Printing;Approved Cabin Baggage;0.24 THB / never printed in Jakarta but estimate Rp 750;Agt - 25;For attach a luggage to carry on board.;;;3 vendor : Chanvatana Printing Limited Partnership, General Computer Co. Ltd;Condition : permintaan 500.000 pcs dengan paper sticker glass, sudah out of stock, untuk pemakaian 4 bulan;Harga tidak diskon lagi dari harga komite 0.24 THB ;statatus tender sedang pengajuan vote komite;;
